Month,Year,Area,DEPTH,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,CHLA,TOC,SAL_S,SAL_B,TEMP_S,TEMP_B,DO_S,DO_B,TURB,pH
November,1998,Taylor,3.1,0.968,0.653,0.315,0.97,25.041,1.938,23.104,0.29,0.083,1.601,404.125,36.8,36.8,25.8,25.8,8.1,7.1,2.6,-9999
March,1996,Taylor,3.1,0.058,0.048,0.01,0.505,8.961,0.563,8.399,0.385,0.023,0.472,201.854,33.9,33.8,20.1,20.1,7.7,7.7,5.35,-9999
October,2003,Taylor,3.1,0.22,0.116,0.104,1.344,14.107,1.564,12.543,0.214,0.125,0.931,154.333,37.1,37.17,29.44,29.44,6.81,6.84,2.11,8.19
May,2003,Taylor,3.1,0.154,0.119,0.035,0.573,24.33,0.727,23.603,0.198,0.054,0.49,232.438,34.26,34.02,27.93,27.91,5.82,5.78,2.86,8.16
November,2003,Taylor,3.1,0.094,0.002,0.092,0.439,18.178,0.533,17.645,0.284,0.024,0.802,364.792,36.39,36.24,26.1,26.07,5.55,5.62,3.72,8.14
September,2000,Taylor,3.1,0.398,0.142,0.257,0.629,19.114,1.027,18.088,0.343,0.032,0.799,250.271,38.9,38.9,30.2,30.2,6,5.8,1.95,-9999
September,2003,Taylor,3.1,0.063,0.021,0.042,0.218,17.213,0.282,16.932,0.173,0.031,0.708,153,36.84,36.82,30.25,30.24,5.45,5.71,2.8,7.95
October,2001,Taylor,3.1,0.748,0.444,0.304,0.727,9.696,1.474,8.222,0.193,0.019,1.969,219.583,34.1,34.2,26.8,26.8,6.3,6.8,3.08,-9999
April,1997,Taylor,3.1,0.05,0.033,0.018,0.2,19.158,0.25,18.908,0.24,0.005,0.785,427.063,37.4,37.3,25.8,25.8,5.8,5.7,8.4,-9999
February,1998,Taylor,3.1,0.04,0.028,0.013,0.21,12.463,0.25,12.213,0.25,0.002,0.479,215.125,33.5,33.5,24.2,24.2,9.5,9.5,1.8,-9999
February,2000,Taylor,3.1,0.477,0.409,0.068,0.421,20.229,0.898,19.331,0.114,0.1,1.018,316.771,32.1,32,23.2,23.2,7.8,7.9,1.74,-9999
August,2004,Taylor,3.1,0.043,0,0.043,0.299,16.981,0.342,16.64,1.116,0.032,0.724,240.646,36.62,36.65,31.49,31.47,5.08,7.01,1.89,8.17
November,2002,Taylor,3.1,0.494,0.449,0.044,0.327,42.784,0.821,41.964,0.113,0.053,0.902,456.583,37.92,37.93,23.89,23.8,7.67,7.56,7.08,8.03
March,2000,Taylor,3.1,0.508,0.493,0.015,0.242,6.233,0.75,5.483,0.127,0.04,1.528,257.729,35.3,35.4,26.6,26.6,6.1,6.5,2.02,-9999
July,2002,Taylor,3.1,0.147,0.077,0.07,0.487,7.02,0.634,6.386,0.278,0.045,0.976,296.458,34.04,34.09,27.8,27.81,7.01,7.01,2.33,8.06
August,2002,Taylor,3.1,0.125,0,0.125,0.362,35.791,0.487,35.303,0.275,0.019,0.403,538.667,36.91,36.92,30.14,30.13,5.82,5.82,1.78,8.36
June,1998,Taylor,1.7,1.065,0.913,0.153,1.708,45.891,2.773,43.119,0.073,0.043,0.128,678.729,25.2,25.3,31,31,6.2,6.1,1.75,-9999
January,1996,Taylor,1.7,1.56,1.365,0.195,5.54,52.517,7.1,45.417,0.273,0.143,0.626,707,17.2,17.2,21.8,21.8,6.7,6.2,30.15,-9999
September,1997,Taylor,1.7,1.905,1.585,0.32,3.328,54.845,5.233,49.612,0.17,0.015,0.182,725.542,20.5,24,28.5,28.6,6.3,6.3,1.95,-9999
June,2003,Taylor,1.7,1.108,0.942,0.166,4.145,35.251,5.253,29.998,1.307,0.038,0.337,618.208,31.11,31.19,29.35,29.35,6.2,6.33,2.7,8.09
October,2003,Taylor,1.7,1.058,0.838,0.22,7.99,30.339,9.048,21.291,0.178,0.14,0.25,658.979,22.7,22.72,27.87,27.88,5.59,6.61,1.96,8.26
December,2001,Taylor,1.7,2.944,2.496,0.448,1.304,29.33,4.248,25.082,0.087,0.032,0.221,511.417,23.1,23.1,24,24,8.4,8.1,2.14,-9999
April,1998,Taylor,1.7,1.273,1.018,0.255,0.54,35.053,1.813,33.24,0.143,0.015,0.19,527.521,20.9,21,21.8,21.8,5.2,5.2,6.7,-9999
March,2001,Taylor,1.7,4.65,3.93,0.72,2.563,44.395,7.213,37.183,0.453,0.083,0.13,572.563,27.9,28,19.2,19.2,6,5.9,15.07,-9999
December,2000,Taylor,1.7,1.791,1.413,0.378,1.768,19.084,3.559,15.525,0.223,0.057,0.159,597.875,26.2,26.3,24.4,23.9,7.4,7.4,1.5,-9999
December,1996,Taylor,1.7,3.555,2.943,0.613,3.985,44.089,7.54,36.549,0.16,0.005,0.146,577.792,23.7,23.7,23.8,23.8,7.2,7.3,6.8,-9999
June,1996,Taylor,1.7,0.028,0,0.028,0.458,48.697,0.485,48.212,0.138,0.003,0.151,845,28.4,28.4,29.6,29.6,6.2,6.5,1,-9999
April,1996,Taylor,1.7,2.413,2.195,0.218,0.928,46.428,3.34,43.088,0.228,0.1,0.499,666.917,22.5,23.4,26.9,27,3.9,3.7,2.25,-9999
February,2001,Taylor,1.7,1.433,1.176,0.257,1.337,43.12,2.769,40.351,0.279,0.064,0.09,707.958,28.2,28.2,23.5,23.7,6.7,6.7,4.16,-9999
March,2002,Taylor,1.7,0.393,0.252,0.141,0.348,10.759,0.741,10.018,0.264,0.028,0.171,485.25,26.46,26.48,25.3,25.29,6.25,6.34,3.18,-9999
February,2003,Taylor,1.7,3.984,3.234,0.749,5.621,57.168,9.605,47.564,0.241,0.125,0.235,559.833,29.51,29.84,22.77,22.79,5.41,5.66,7,7.57
October,1997,Taylor,1.7,1.515,1.29,0.225,2.64,49.84,4.155,45.685,0.195,0.01,0.182,655.75,24.2,24.6,24,24.3,5.6,4.6,1.8,-9999
November,1997,Taylor,1.7,0.815,0.61,0.205,2.378,48.007,3.193,44.814,0.175,0,0.218,596.354,24.2,24.2,24.9,24.9,4.8,4.8,3.65,-9999
July,1997,Taylor,1.7,3.928,3.468,0.46,6.805,58.166,10.733,47.434,0.188,0.008,0.298,701.229,17.7,17.7,30.6,30.6,6.1,6.2,3.85,-9999
July,2003,Taylor,1.7,1.705,1.333,0.372,5.878,30.253,7.583,22.671,0.195,0.097,0.274,606.042,26.04,26.04,29.79,29.8,5.51,5.76,2.93,8.07
October,2002,Taylor,1.7,0.933,0.737,0.196,2.334,18.16,3.266,14.893,0.33,0.088,1.86,605.396,27.82,27.85,25.79,25.8,6.01,5.57,1.79,8.07
June,1999,Taylor,1.7,0.555,0.36,0.195,2.1,47.599,2.655,44.944,0.3,0.005,0.154,812.854,38.4,38.4,29.9,29.9,4.6,4.6,1.55,-9999
September,1996,Taylor,1.7,1.638,1.43,0.208,5.885,66.273,7.523,58.75,0.225,0.073,0.621,891.667,16.1,23,29.9,30.5,6.1,5.6,3.9,-9999
March,1998,Taylor,1.7,6.788,6.053,0.735,3.85,42.122,10.638,31.485,0.223,0.017,0.906,536.938,19.9,19.9,23.7,23.7,7,7,42.05,-9999
September,2002,Taylor,1.7,0.888,0.763,0.126,1.266,45.114,2.154,42.961,0.402,0.133,0.408,566.229,24.36,24.38,30.07,30.08,5.9,5.87,1.33,8.25
January,2005,Taylor,1.7,4.511,2.508,2.003,8.415,29.943,12.926,17.017,0.133,0.03,0.328,580.938,38.33,38.38,15.76,15.63,7.24,7.42,4.47,8.19
June,2000,Taylor,1.7,1.168,1.035,0.134,2.495,25.843,3.663,22.18,0.253,0.018,0.2,736.813,29.7,29.7,30.3,30.2,5.8,5.7,2.1,-9999
February,1997,Taylor,1.7,0.053,0.02,0.033,0.228,35.98,0.28,35.7,0.158,0.033,0.158,573.042,25.2,25.2,24.3,24.3,7.3,7.3,2.75,-9999
May,1998,Taylor,1.7,0.34,0.223,0.118,0.73,42.4,1.07,41.33,0.173,0.088,0.131,663.563,22.6,22.7,29,28.6,6.7,6.9,1.7,-9999
August,2003,Taylor,1.7,0.621,0.412,0.209,2.465,34.118,3.086,31.032,0.215,0.037,0.309,626.25,31.9,31.92,30.86,30.85,5.61,5.69,1.22,7.9
August,1997,Taylor,1.7,3.688,3.268,0.42,6.86,56.482,10.548,45.934,0.24,0.03,1.588,706.938,20.2,21.4,31.4,32.3,6.5,6.7,2.2,-9999
January,1997,Taylor,1.7,1.393,1.19,0.203,1.335,33.229,2.728,30.502,0.143,0.015,0.199,607.333,25.3,25.3,24.9,24.9,7.2,7.2,1.45,-9999
July,2001,Taylor,1.7,0.972,0.824,0.148,0.18,33.834,1.152,32.682,0.163,0.038,0.149,643.563,37.9,37.9,30.7,30.7,7.5,7.5,2.21,-9999
January,2004,Taylor,1.7,1.243,0.932,0.311,4.435,28.28,5.678,22.602,0.129,0.012,0.149,522.917,25.71,25.75,19.17,19.16,7.16,7.6,1.9,8.17
December,1999,Taylor,1.7,3.443,2.943,0.5,1.443,43.952,4.885,39.067,0.105,0.118,0.496,663.417,20,20.1,18.1,18.1,8.5,8.5,5.81,-9999
September,2003,Taylor,1.7,1.612,1.432,0.18,4.261,47.818,5.873,41.945,0.194,0.281,0.521,698.917,16.76,29.69,29.85,29.3,6.41,6.01,3.88,7.95
December,2003,Taylor,1.7,1.369,1.034,0.336,2.318,40.843,3.687,37.156,0.314,0.05,0.243,539.563,26.82,26.83,19.71,19.72,6.72,6.77,5.59,8.19
June,2002,Taylor,1.7,1.482,1.176,0.305,1.285,28.208,2.766,25.442,0.206,0.015,0.385,516.583,35.7,35.71,29.36,29.36,5.95,6,1.41,8.47
December,2002,Taylor,1.7,2.31,1.96,0.35,4.336,20.583,6.645,13.938,0.223,0.072,0.2,443.542,27.36,27.2,24.86,24.87,7.5,6.35,1.85,7.99
February,1999,Taylor,1.7,7.69,7.033,0.658,2.25,42.069,9.94,32.129,0.1,0.008,0.261,539,28.4,28.4,25,25,6.5,6.6,3.04,-9999
March,1996,Taylor,1.7,4.988,4.265,0.723,6.653,54.327,11.64,42.687,0.248,0.033,0.574,597.688,20.7,20.9,19.9,20,6.2,6.2,45.05,-9999
September,2000,Taylor,1.7,2.136,1.689,0.447,2.089,28.056,4.224,23.832,0.13,0.033,0.196,686.229,33.4,33.4,28.9,28.9,3.9,3.6,2.64,-9999
February,1998,Taylor,1.7,4.028,3.6,0.428,6.32,43.66,10.348,33.313,0.312,0.002,0.886,580.104,17.1,17.2,23.9,23.9,7.9,8,67.7,-9999
March,2005,Taylor,1.7,6.8,5.735,1.066,5.065,27.833,11.865,15.967,0.126,0.035,0.372,571.229,40.5,40.59,25.41,25.42,7.21,6.16,9.68,8.05
December,2000,Taylor,1.7,2.525,2.113,0.413,2.163,37.522,4.688,32.834,0.135,0.023,0.163,661.75,26.5,26.6,21.4,21.4,4.4,4.4,2.8,-9999
April,2001,Taylor,1.7,2.197,1.909,0.287,0.908,24.496,3.104,21.392,0.155,0.024,0.091,638.208,30.3,30.3,25.6,25.6,3.3,3.2,4.7,-9999
November,2001,Taylor,1.7,2.397,2.072,0.325,4.537,18.53,6.934,11.596,0.103,0.095,0.186,495.563,23.8,23.8,22.9,22.9,7.5,7.4,3.37,-9999
November,2004,Taylor,1.7,3.081,1.727,1.355,5.473,23.953,8.554,15.399,0.141,0.027,0.328,532.646,39.15,39.14,23.02,23.05,4.6,4.62,1.61,8.07
May,1997,Taylor,1.7,1.418,1.268,0.15,2.238,43.459,3.655,39.804,0.105,0,0.351,665.958,31.9,31.9,30.5,30.5,2.9,2.8,1.4,-9999
October,2000,Taylor,1.7,1.623,1.256,0.367,2.117,29.958,3.74,26.219,0.1,0.074,0.177,619.625,26.8,26.8,24.5,24.4,4,4.1,3.37,-9999
October,2001,Taylor,1.7,1.742,1.645,0.098,2.23,25.548,3.972,21.575,0.135,0.033,0.3,619.104,19.7,24.5,28.6,28.5,5.8,5.4,7.33,-9999
January,2003,Taylor,1.7,3.043,2.721,0.322,5.43,26.996,8.473,18.522,0.125,0.039,0.156,541.229,28.07,28.07,14.57,14.57,6.82,6.75,7.38,8.15
June,1997,Taylor,1.7,1.488,1.295,0.193,4.878,45.12,6.365,38.755,0.185,0.005,0.342,625.229,27,27,27.7,27.8,6.6,6.3,4,-9999
July,1998,Taylor,1.7,0.983,0.8,0.183,3.375,47.704,4.358,43.346,0.093,0.015,0.3,759.958,30.9,31,29.3,29.3,2.8,2.8,2.2,-9999
November,2003,Taylor,1.7,0.326,0.181,0.145,1.594,43.8,1.92,41.88,0.237,0.081,0.26,623,25.89,25.91,25.68,25.77,5.48,5.51,1.63,8.09
August,2001,Taylor,1.7,1.13,0.89,0.24,2.438,38.748,3.568,35.18,0.143,0.053,0.459,632.979,35.5,36.8,32.9,32.9,4.7,4.6,1.69,-9999
December,2004,Taylor,1.7,5.279,3.834,1.445,7.016,21.473,12.295,9.178,0.129,0.027,0.225,637.729,38.98,38.97,17.11,17.1,3.75,3.69,3.22,8.02
July,1999,Taylor,1.7,1.418,1.108,0.31,2.045,53.816,3.463,50.353,0.264,0.06,0.209,772.833,36.1,36,29.8,29.9,7.2,7.2,2.31,-9999
February,1996,Taylor,1.7,3.828,3.208,0.62,5.835,50.429,9.663,40.766,0.19,0.003,0.595,830.083,19.4,19.4,16.7,16.7,8,8,4.65,-9999
May,2005,Taylor,1.7,0.622,0.455,0.167,0.481,34.216,1.103,33.113,0.414,0.071,0.198,559.167,46.2,46.18,28.54,28.54,3.98,3.79,1.15,8.1
August,1998,Taylor,1.7,2.213,1.863,0.35,1.06,55.866,3.273,52.594,0.033,0.005,0.217,774.146,33.3,33.3,31,31.1,3.4,3.1,1.75,-9999
October,1999,Taylor,1.7,2.369,2.092,0.277,17.228,35.833,19.597,16.236,0.2,0.183,0.694,596.729,20.7,20.7,22.8,22.9,3.9,3.7,4.33,-9999
July,2000,Taylor,1.7,3.283,3.082,0.201,1.353,30.982,4.635,26.347,0.296,0.146,0.157,715.521,31.5,31.4,31.7,31.7,5.9,7.6,2.23,-9999
April,2005,Taylor,1.7,3.94,3.531,0.41,1.238,32.295,5.179,27.116,0.106,0.065,0.158,526.667,41.22,43.16,22.97,22.98,6.31,5.8,1.58,8.08
September,2001,Taylor,1.7,0.448,0.283,0.165,0.998,17.404,1.445,15.959,0.09,0.015,0.166,813.125,34.11,34.08,31.05,31.1,5.6,6,2,-9999
April,2004,Taylor,1.7,1.593,1.285,0.308,1.225,51.457,2.818,48.64,0.135,0.007,0.154,463.333,31.52,31.56,24.94,24.97,6.63,6.37,1.62,8.42
March,1997,Taylor,1.7,0.368,0.328,0.04,0.278,33.613,0.645,32.968,0.175,0.015,0.253,719.813,27.8,27.7,24.7,24.7,6.5,6.5,6.15,-9999
September,1998,Taylor,1.7,1.493,1.193,0.3,4.633,51.287,6.125,45.162,0.175,0.06,0.219,740.75,33,33,28,27.6,4.9,5.1,4.57,-9999
November,1999,Taylor,1.7,4.678,3.987,0.691,5.263,24.298,9.94,14.358,0.222,0.074,1.757,687.521,18.9,18.9,22.6,22.6,7.2,7.2,33.45,-9999
November,2002,Taylor,1.7,1.042,0.808,0.234,2.631,64.287,3.672,60.615,0.192,0.097,0.212,454.083,28.83,28.84,23.63,23.63,6.88,6.91,6.12,8.03
September,1998,Taylor,1.7,1.378,1.055,0.323,9.02,55.246,10.398,44.848,0.218,0.063,0.589,703.271,27.4,31.9,28.7,29,5.9,4.6,18.59,-9999
May,2000,Taylor,1.7,1.048,0.88,0.168,0.735,37.392,1.783,35.609,0.325,0.068,0.308,662.25,30,30,29,29,4.2,2.5,1.01,-9999
August,2000,Taylor,1.7,1.2,0.972,0.228,2.515,25.226,3.714,21.512,0.358,0.032,0.205,697.938,31.8,31.8,28.7,28.6,5,4.9,4.71,-9999
April,1997,Taylor,1.7,0.248,0.158,0.09,0.543,32.493,0.79,31.703,0.135,0.033,0.343,655.458,29.5,29.5,26.8,26.9,6.8,6.8,3.25,-9999
February,2005,Taylor,1.7,5.398,3.922,1.476,3.247,29.259,8.645,20.614,0.09,0.03,0.186,532.917,39.92,39.97,22.46,22.28,6.26,6.08,2.37,7.98
July,2005,Taylor,1.7,1.095,0.978,0.117,1.904,25.587,2.999,22.588,0.156,0.031,0.083,542.313,46.32,46.31,30.99,31.01,7.18,7.07,1.71,8.12
March,2003,Taylor,1.7,5.2,4.363,0.837,7.587,42.831,12.787,30.045,0.18,0.063,0.306,505.083,29.99,29.98,28.05,27.96,5.21,5.35,2.61,8.08
January,2001,Taylor,1.7,3.388,2.895,0.493,2.05,45.692,5.438,40.255,1.074,0.058,0.052,580.375,26.1,26.2,14.8,14.8,5.4,5.3,4.5,-9999
April,2003,Taylor,1.7,3.659,3.185,0.474,10.021,33.456,13.68,19.776,0.236,0.047,0.25,771.208,30.54,30.54,25.47,25.47,5.83,5.73,4.83,7.97
March,1999,Taylor,1.7,1.498,1.205,0.293,1.32,37.354,2.818,34.537,0.089,0,0.164,590.729,30.8,30.8,24.2,24.2,6.5,6.7,1.76,-9999
November,1998,Taylor,1.7,2.975,2.29,0.685,4.553,53.427,7.528,45.899,0.162,0.075,0.628,645.688,29.7,29.7,26.4,26.4,6.3,5.7,3.61,-9999
May,2003,Taylor,1.7,2.172,1.87,0.302,9.985,39.258,12.157,27.101,0.091,0.061,0.229,549.458,29.27,29.13,28.34,28.34,6,6.05,2.52,8.09
August,2005,Taylor,1.7,1.2,0.88,0.32,2.07,28.633,3.27,25.363,0.094,0.053,0.21,688.583,42.1,42.08,32.22,32.22,6.25,5.74,1.31,8.13
June,2004,Taylor,1.7,0.589,0.401,0.188,0.955,26.336,1.544,24.791,0.156,0.045,0.218,580.021,38.57,38.59,30.11,30.11,4.21,4.18,0.85,8.03
October,1996,Taylor,1.7,1.16,1.008,0.153,5.94,54.35,7.1,47.25,0.2,0,0.497,707.479,21.1,21,24.1,24.1,7.2,7.1,14.95,-9999
August,1999,Taylor,1.7,0.83,0.555,0.275,7.073,53.353,7.903,45.45,0.328,-9999,0.086,829.583,31.7,33.1,29.3,29.5,5.7,5.9,1.28,-9999
August,1996,Taylor,1.7,1.245,1.038,0.208,3.073,56.509,4.318,52.192,0.168,0.015,0.194,719.771,24.4,24.5,28.6,28.6,3.6,3.3,5.95,-9999
February,2004,Taylor,1.7,1.754,1.415,0.34,2.676,43.309,4.431,38.879,0.119,0.039,0.181,512.375,26.36,26.3,24.89,24.91,4.92,4.84,2.27,7.91
January,2000,Taylor,1.7,0.994,0.953,0.041,0.339,32.21,1.333,30.877,0.212,0.137,0.442,635.25,20,20.1,20.2,20.2,4.8,5.1,2.93,-9999
April,1999,Taylor,1.7,0.915,0.695,0.22,1.63,45.25,2.545,42.705,0.335,0,0.157,795.104,34.2,34.1,27.9,27.9,3.9,3.7,1.99,-9999
December,1998,Taylor,1.7,4.228,3.548,0.68,2.933,42.548,7.16,35.388,0.36,0,0.218,616.958,26.2,27.4,24.1,24.3,7.8,13.4,2.29,-9999
April,2002,Taylor,1.7,0.244,0.178,0.066,0.494,15.118,0.738,14.38,0.223,0.032,0.146,511.667,28.46,28.46,24.42,24.44,6.34,4.91,6.11,-9999
July,2004,Taylor,1.7,0.597,0.487,0.11,1.402,34.531,1.999,32.532,0.131,0.049,0.324,528.021,39.25,39.54,29.27,29.41,4.5,4.49,0.26,8.12
September,2005,Taylor,1.7,1.977,1.62,0.357,7.693,28.744,9.67,19.073,0.141,0.073,0.33,574.125,31.44,35.11,29.18,29.51,6.1,6.13,2.22,8.08
September,1999,Taylor,1.7,1.965,1.558,0.408,6.88,68.06,8.845,59.215,0.2,0,0.26,831.229,25.8,32.5,26.6,27.9,5.2,4.6,8.09,-9999
May,1996,Taylor,1.7,0.065,0.033,0.033,0.42,50.892,0.485,50.407,0.195,0.015,0.13,647.354,27.2,27.2,26.5,26.5,6.7,6.7,3.2,-9999
March,2004,Taylor,1.7,0.9,0.705,0.194,1.768,39.896,2.667,37.229,0.377,0.016,0.17,491.729,30.24,30.93,23.66,23.18,6.89,6.91,1.76,8.06
February,2002,Taylor,1.7,0.494,0.416,0.078,0.215,16.465,0.709,15.756,0.218,0.035,0.163,459.979,25.65,26.05,15.51,15.12,6.32,6.5,4.48,-9999
May,1999,Taylor,1.7,1.293,1.04,0.253,2.045,59.592,3.338,56.255,0.3,0.033,0.446,792.292,36.5,36.5,30.6,30.6,3.8,3.7,2.53,-9999
February,2000,Taylor,1.7,0.814,0.774,0.04,0.204,29.008,1.018,27.99,0.293,0.113,0.867,535.271,22.2,22.2,24,24,7.8,7.7,4.26,-9999
May,2002,Taylor,1.7,0.615,0.431,0.184,1.855,29.589,2.47,27.118,0.404,0,0.082,490.708,32.59,32.59,29.21,29.2,1.6,0.2,1.24,8.16
August,2004,Taylor,1.7,0.634,0.452,0.182,3.006,41.571,3.641,37.931,0.216,0.035,0.15,577.021,40.46,40.48,30.93,30.95,5.3,4.96,0.54,7.99
October,2005,Taylor,1.7,1.567,1.334,0.233,3.532,20.756,5.099,15.657,1.994,0.089,0.891,640.125,26.73,26.69,28.75,28.73,6.48,6.57,2.64,8.14
January,1999,Taylor,1.7,1.955,1.64,0.315,5.268,35.772,7.223,28.549,0.158,0.045,0.211,674.625,27.4,27.4,20.7,20.7,4,3.9,3.58,-9999
January,2002,Taylor,1.7,0.526,0.329,0.197,0.907,24.028,1.433,22.595,0.306,0.031,0.185,512.396,22.49,22.5,25.6,25.61,8.17,8.58,3.32,-9999
November,2005,Taylor,1.7,2.472,2.187,0.285,9.795,36.506,12.267,24.239,0.357,0.053,2.182,572.833,24.65,24.73,24.54,24.53,7.55,7.56,11.48,7.99
June,2005,Taylor,1.7,1.037,0.761,0.275,0.766,42.162,1.803,40.359,0.137,0.065,0.206,478.396,44.42,44.64,29.55,29.6,7.18,7.22,1.45,8.14
May,2001,Taylor,1.7,0.845,0.695,0.15,0.813,23.886,1.658,22.228,0.073,0.035,0.063,569.813,23.79,23.77,34.49,34.55,6.17,5.77,7.05,-9999
March,2000,Taylor,1.7,1.278,1.261,0.018,0.292,25.826,1.57,24.256,0.052,0.08,1.063,550.083,23.7,23.7,27.1,26.9,4.5,4.3,3.06,-9999
December,1997,Taylor,1.7,1.895,1.655,0.24,3.205,38.033,5.1,32.933,0.268,0.043,0.2,581.688,18.6,22.5,23.6,22.3,5.4,5.4,1.35,-9999
September,2004,Taylor,1.7,1.687,1.259,0.429,16.967,35.207,18.654,16.553,0.141,0.028,0.502,603.208,38.6,39.2,29.16,29.07,3.77,3.26,9.05,7.86
November,1996,Taylor,1.7,1.938,1.595,0.343,1.843,44.893,3.78,41.113,0.13,0.025,0.316,686.771,22.1,22.1,27,27,6.7,6.6,3.4,-9999
May,2004,Taylor,1.7,0.692,0.433,0.26,1.438,30.553,2.13,28.423,0.132,0.028,0.107,411.792,36.26,36.26,26.99,26.99,4.77,4.43,3.33,8.18
July,1996,Taylor,1.7,0.568,0.418,0.15,1.223,48.605,1.79,46.815,0.305,0.048,0.237,818.354,16.9,16.9,30.9,30.9,8.5,8.5,1.53,-9999
January,1998,Taylor,1.7,3.313,2.963,0.35,4.56,40.312,7.873,32.439,0.217,0.042,0.282,569.958,17.8,21.4,21.2,21.4,7.2,6.7,3.35,-9999
July,2002,Taylor,1.7,3.533,3.065,0.468,3.762,14.196,7.295,6.9,0.248,0.04,0.303,500.146,21.31,21.3,27.87,27.89,3.7,3.3,1.99,8.21
December,2005,Taylor,1.7,3.77,3.263,0.507,13.49,26.944,17.26,9.684,0.192,0.124,0.24,524.75,24.32,25.58,21.1,21.2,8.13,8.97,2.92,8.06
April,2000,Taylor,1.7,0.875,0.779,0.096,0.471,30.7,1.346,29.354,0.317,0.027,0.178,567.042,25.6,25.7,26.3,26.2,4.9,4.9,1.63,-9999
June,2001,Taylor,1.7,3.27,2.823,0.448,2.853,27.43,6.123,21.307,0.065,0.058,0.131,572.354,35.2,-9999,-9999,-9999,-9999,-9999,0.95,-9999
October,2004,Taylor,1.7,4.33,3.605,0.726,6.083,36.071,10.413,25.658,0.093,0.029,0.332,663.667,38.56,38.59,25.95,25.97,4.59,4.62,3.39,8
August,2002,Taylor,1.7,1.031,1,0.03,0.41,47.813,1.441,46.372,0.127,0.034,0.529,732.875,21.56,21.55,30.03,30.04,6.17,6.06,2.83,8.33
